ID,HOBBS_N,KNOWN AS,PLACE,REGION,COUNTRY,LAT,LONG,Loc_Q,D_TPQ,START_D,START_Q,END_D,END_Q,DATE_EP,DATE_LP,YEAR_DISC_START,YEAR_DISC_END,YEAR_DISC_Q,YEAR_DISC_LITERAL,EGW_MIN,EGW_MAX,EGW_Q,AV_Literal,AV_DENOM1,AV_COUNT1,AV_COUNT_Q1,AV_DENOM2,AV_COUNT2,AV_COUNT_Q2,AV_DENOM3,AV_COUNT3,AV_COUNT_Q3,AV_COUNT_TOT,AV_COUNT_TOTAL_Q,AV_C_WT_MIN,AV_C_WT_MAX,AV_C_WT_Q,AR_LITERAL,AR_DENOM1,AR_COINS1,AR_COINS_Q1,AR_DENOM2,AR_COINS2,AR_COINS_Q2,AR_DENOM3,AR_COINS3,AR_COINS_Q3,AR_COUNT_TOT,AR_COUNT_TOTAL_Q,AR_C_WT_MIN,AR_C_WT_MAX,AR_C_WT_Q,AE_COINS,NON_C_MIN,NON_C_MAX,NON_C_Q,METAL_MIN,METAL_MAX,NON_COIN,COMMENT,DISC_CIRC,DISPOSITION,REFERENCE
792,995,Saint-Genis-Pouilly,Saint-Genis-Pouilly,Ain,France,46.243748,6.02513,,260,54,,275,,54/68,260/75,1821,1821,,,106.7,141.5,+,A: 3,A,3,,,,,,,,3,,21.6,21.6, ,"D, a: c. 200",a,,,D,,,,,,200,ca.,52.6,575.4,ca.,ca. 12-13,782.45,1305.25,+,856.65,1902.25,"1-2. AV necklaces: one is a chain ending in a medallion set with a garnet. Total wt: 36.85g. 3. AV ring: set with a cornelian engaved with a Priapus sacrifice scene. Diameter: 2.5cm. weight: not given. 4. AR bracelet: able to expand or contract depending on the size of the arm of the wearer.weight: 35.44g. 5. AR ring: large. weight: 35.44g. 6. AR trulla: with a circular handle terminal, engraved with a flower motif. Diameter: 9.8cm. H.: 6cm. weight: 170.0g. 7. AR plate: flat rim is decorated with a geometric plant motif. Diameter: 12cm. weight: 96.0g. 8. AR plate: with ornaments on the handle, and a lid engraved with the names Victor and Regina (presumably referring to Victorinus). weight: 255.14g. 9. AR spoon: with a pear shaped bowl. Length: 17.5cm. weight: 21.0g. 10. AR spoon: as 9. Length: 18cm. weight: 21.0g. 11-12. 2 AR styli: comma shaped eraser end. weights: 18.7g, 18.7g. 13. Some studs, some rings, and other AR objects of different sizes. 14. AE coin: of Julia Domna, set in an AR roundel, perhaps able to be used as a pendant. 15. AV coins. 16. AR coins. 17. 12-13 AE coins. AV: 58.45g  AR: 724.0-1246.8g+","Huvelin and Loriot (1992) also list an AE statuette, an additional AR dish, and 2 AR spoons. Current AR weight only includes known AR weights of objects. Aurei including 1 of Galba. AR coins run from Vespasian to Valerian/Gallienus.",,Geneva Museum,"TAF V/1, 31, number 36; BSFN 1991, 81-83; Brenot & Loriot 1992, 268, number 27"
1110,220,Welzheim,Welzheim,,Germany,48.874438,9.631824,,222,,,238,,Repub.,222/38,,,,,93.4,239,ca.,A: 3,A,3,,,,,,,,3,,21.6,21.6, ,"D, a: c.1000 (666, 5)",a,,,D,,,,,,1000,ca.,1403.2,3588.8, ,,,,,1424.8,3610.4,,"aurei pers. 3, 4, 6",,,FMRD II/4: 4596; Guest 1994
1104,157,Eining I,Eining,,Germany,48.856561,11.771328,,222,,,238,,Repub.,222/38,1949,1949,,,26.1,32.7, ,A: 3,A,3,,,,,,,,3,,21.6,21.6, ,D: 47,D,47,,,,,,,,47,,68,166.5, ,"13, 10, 1",,,+,89.6,188.1,Also AR rings.,"13 sesterces, 10 dupondii, 1 as. Aurei periods 4, 5, 7",found in castle,,"FMRD 1/2, 98, number2034; Guest 1994"
1079,1255,Esternberg,Esternberg,Oberösterreich,Austria,48.543713,13.572084,,296,296,,318,,296/318,296/318,1845,1845,,,16.1,16.1,+,A: 3+,A,3,+,,,,,,,3,+,15.9,15.9,+,Arg: ?,Arg,,,,,,,,,,,3,3,+,,,,,18.9,18.9,,aurei & argenterei of the Tetrarchy; the 3 known are Diocletian.,,,"NZ 1977, 41, number G-7; Brenot & Loriot 1992, 272, number 58"
716,1264,Mareno di Piave,Mareno di Piave,Treviso,Italy,45.844156,12.347039,,296,286,,318,,286/305,296/318,1771,1771,,,26.5,26.5,ca. +,A: 3+?,A,3,+,,,,,,,3,+,26.5,26.5,ca. +,,,,,,,,,,,,,0,0, ,,,,,26.5,26.5,,Maximian and Galerius. Possibly part of a larger hoard,,,"Gorini 1992, 192, number 13"
554,930,Parma I,Parma (Via Mazzini),,Italy,44.801693,10.326963,,260,54,,275,,54/68,260/75,,,,,238.2,255.2, ,A: 33,A,33,,,,,,,,33,,238.2,255.2, ,,,,,,,,,,,,,0,0, ,,,,+,238.2,255.2,One aureus of Gallienus mounted in a pendant necklace; also other jewellery and fibulae. Details not provided.,33 aurei from Nero to Trajan,,,"de Lama 1825; Brenot & Loriot 1992, 270, number 41"
623,1246,Allègre,Allègre,Haute-Loire,France,45.200105,3.712038,,296,161,,318,,161/80,296/318,1821,1821,,,171.6,221.5,+,A: 33,A,33,,,,,,,,33,,171.6,221.5,ca.,,,,,,,,,,,,,0,0, ,,,,+,171.6,221.5,1. AV aurei. 2. AV necklace: weight: not established. 3. AV bracelet: weight: not established. 4. AV bracelet: weight: not established. 5. AV ingot: weight: not established. AV: ?,"Aurei including 9 Marcus Aurelius to Diocletian: MA (1), Postumus (2), Victorinus (1), Tetricus (1), Tetricus II (1), Carus (1), Diocletian (2).",found in a vase,Puy Museum (10 coins); dispersed,"TAF VII, number1; Brenot & Loriot 1992, 271, number 49"
630,1005,Suluc,Suluc (Macin),Tulcea,Romania,45.242685,28.134689,,260,238,,275,,238/60,260/75,1911,1911,,,23.4,23.4,+,A: 4,A,4,,,,,,,,4,,21.38,21.38, ,,,,,,,,,,,,,0,0, ,,1.97,1.97,,23.35,23.35,"A large number of gold and silver objects were found with the coins, but details of these are not given. The only piece described is an AV amulet in the form of a palm of a right hand set with a garnet. weight: 1.97g.","Known weights of coins: 4.76, 5.88, 5.88. Earliest coin is of Hostilian (ca. 250-51); average weight of coins of his period was 4.86g (RIC IV, pt.3, xxi; average weight of aurei of Trajan Decius).",,Institut d'Archéologie de Bucarest; Musée National d'Histoire de Bucarest; dispersed,Iliescu 1987; Guest 1994
671,1273,Piazzola sul Brenta,Piazzola sul Brenta,Padova,Italy,45.543059,11.785617,,296,275,,318,,275/96,296/318,,,,,21.2,21.2, ,A: 4,A,4,,,,,,,,4,,21.2,21.2, ,,,,,,,,,,,,,0,0, ,,,,,21.2,21.2,,"1 Diocletian, 3 Maximinus Herculus",,,"Gorini 1992, 192, number 13"
358,336,Garabe II,Garabe,Vratsa,Bulgaria,43.307944,23.915259,ca.,238,238,,260,,238/44,238/60,1936,1936,,,29.3,29.3, ,A: 4,A,4,,,,,,,,4,,17.6,17.6, ,a: 140,a,140,,,,,,,,140,,175,175, ,,,,,192.6,192.6,,Gordian III to Philip I,,,"Gazdac 2002, 543-4"
564,257,Bordeaux I,Bordeaux,Gironde,France,44.837789,-0.57918,,238,69,,260,,69/96,238/60,1801,1801,,,237.9,237.9, ,A: 43,A,43,,,,,,,,43,,237.9,237.9, ,,,,,,,,,,,,,0,0, ,,,,,237.9,237.9,,"41 identified. Reece 4 (2), Reece 5 (1), Reece 7 (4), Hobbs 1 (10), Hobbs 2 (4), Hobbs 3 (16), Hobbs 3/4 (4).",,,"TAF VI, 19, number  6; Brenot & Loriot 1992, 267, number 21; Guest 1994"
148,11,Barroca da Laje,Barroca da Laje,,Portugal,40.317099,-7.418231,,193,54,,222,,54/68,193/222,,,,,313.1,340.4,+,A: 44,A,44,,,,,,,,44,,313.1,340.4, ,,,,,,,,,,,,,,,,,,,,313.1,340.4,,40 examined. found with  an uncertain number of AR coins,,,"Bost et al. 1992, 41, number 21; Guest 1994"
717,958,Ruffieux,Ruffieux (Nivolas-Vermelle),,France,45.848149,5.843399,,260,100,,275,,100/300,260/75,1837,1837,,,140.5,148.8, ,A: 6,A,6,,,,,,,,6,,32.8,41.1, ,,,,,,,,,,,,,0,0, ,,742.5,757,,775.3,798.1,"1. AR trulla: handle is decorated with geometric plant motifs. Inscribed 'ca. DIDI SECVNDI MILength LEG II AVG 7 MARI' (CIL 2355). Diameter: 10.7cm. weight: 187.5g. 2. AR trulla: handle has a circular beaded terminal, and graffiti inscription 'MARINI FIG(U)LI'. Diameter: 10.5cm. weight: 233g. 3. AR cup: outside is decorated with geometric plant motifs. Diameter: 6.9cm. H.: 4.7cm. weight: 128.2g. 4. AR spoon: with 'purse' shaped bowl. Length: 14.3cm. weight: 34.3g. 5. AR spoon: as 4. Length: 11.4cm. weight: 12.8g. 6. AR spoon: as 4, with handle terminating in a small button. Length: 16.2cm. weight: 31.4g. 7. AR spoon: as 4, but with broken handle. Length: 16.3cm. weight: 18g. 8. AV ring: set with an intaglio, a cornelian, engraved with Priapus. Diameter: 2.4cm. weight: 9.6g. 9. AV ring: with engraved lines; nicolo setting, showing an animal with a raised bushy tail. Diameter: 3.1cm. weight: 18.5g. 10. AV ring: with a green paste setting. Diameter: 3.6cm. weight: 36.6g. 11. 6 AV aurei. AV: 97.5-105.8g AR: 645.2g",Dating of these pieces based upon comparative material from Vienne. Aurei run from Hadrian to Valerian/Gallienus,"found on the eastern side of a hill underneath a tree which was being dug up, 80m from the road from Lyon to Grenoble","Museum of the Romano-Gallic civilisation, Lyon; Museé des Beaux-Arts, Lyon","Feugere 1984/5, 61, footnote 47; Baratte & Painter 1989, 197-202, numbers143-49; TAF V/2, 47, number19; Brenot & Loriot 1992, 267, number18; Guest 1994"
863,719,Clairmont,Clairmont,Vendée,France,46.793425,-2.066331,,260,,?,275,,-,260/75,1754,1754,,,31,51,ca.,A: 6,A,6,,,,,,,,6,,27.1,30, ,"D, a: 217",a,,,D,,,,,,217,,59.8,315.7, ,,,,,86.9,345.7,,AV Trebonius Gallus to Postumus; AR assumed to cover a similar period. Terminus post quem ca. 268.,,,"Blanchet 1900, number 577"
444,767,Éauze,Éauze,Gers,France,43.862587,0.10053,,260,41,taq,275,,to AD 41,260/75,,,,,487.5,4318,ca. +,A: 6,A,6,,,,,,,,6,,32.8,41.1, ,"D, a: c. 28,000",a,,,D,,,,,,28000,ca.,6442.1,63838,ca.,,379.3,379.3,,6854.2,64258.4,1. AR ingot: weight: 69.32g. 2. AR ingot: weight: 151.06g. 3. AR ingot: weight: 158.88g. 4. AV/AR jewellery: details not established. 5. 45 Gallo-Belgica. 6. AV coins.  7. AR coins. Total ingot weights: 379.3g,AV coins from Marcus Aurelius to Gallienus. AR coins from Commodus to Gallienus/ Postumus.,,?,"Dieulafait et al. 1987; Brenot & Loriot 1992, 267, number 22"
1137,812,Heudreville-sur-Eure,Heudreville-sur-Eure,Eure,France,49.140222,1.187765,,260,193,,275,,193/222,260/75,1880,1880,,,43.7,251.9,ca. +,A: 6? (1),A,6,?,,,,,,,6,?,19.3,19.3, ,"D, a: 2, 1343",a,1343,,D,2,,,,,1345,,365.8,3493.2, ,,,,+,385.1,3512.5,"also 3 octagonal AV rings (jewellery), no more details provided ('trois petits coulants d'or de forme octagonale')",between one & six aurei; one is Postumus.,,,"TAF IV, 83, number 42; Brenot & Loriot 1992, 269, number36; Guest 1994"
965,1225,Szönyi Tanyák III,Szönyi Tanyák (Brigetio),Komarom,Hungary,47.735239,18.16955,,275,275,,296,,275/96,275/96,1946,1946,,,35.3,35.3, ,A: 7,A,7,,,,,,,,7,,35.3,35.3, ,,,,,,,,,,,,,0,0, ,,,,+,35.3,35.3,"also jewellery, and an AV hack piece.",,found next to praetorium of the legionary fortress,,"NK 1949-1950, 509; Brenot & Loriot 1992, 272, number60; Guest 1994; Gazdac 2002, 512"
1299,172,Kempten/Spinnerei,Kempten/Spinnerei,"Schwaben, Bayern",Germany,49.966253,11.633307,,222,54,,238,,54/68,222/38,1852,1852,,,52.3,54.2, ,A: 7,A,7,,,,,,,,7,,50.4,50.4, ,D: 19,D,19,,,,,,,,19,,28.3,57.7, ,,,,,78.7,108.1,,"aurei periods 3(1), 4(1), 5(2), 6(1), 7(2)",,,"FMRD I/7, 7188; Brenot & Loriot 1992, 265, number6; Guest 1994"
429,1102,La Condamine,La Condamine,,Monaco,43.734444,7.420833,,275,193,,296,,193/222,275/96,1879,1879,,,47.4,61.8,ca. +,A: 9,A,9,,,,,,,,9,,47.4,61.8, ,,,,,,,,,,,,,0,0, ,,,,+,47.4,61.8,Also includes AV jewellery and 1 AV leaf. Details not recorded,coins run from Severus to Florianus.,,,"Mémoires de la Société nationale des antiquaires de France 1879, 160-227; Blanchet 1900, number 233; Brenot & Loriot 1992, 270, number43"
768,1187,Neuville-sur-Ain,Neuville-sur-Ain,Ain,France,46.081637,5.371802,,275,260,,296,,260/75,275/96,1889,1889,,,141.4,142,+,A: 9,A,9,,,,,,,,9,,45.4,46, ,,,,,,,,,,,,,0,0, ,,96,96,,141.4,142,"1. AV ring: with 8 lozenges. Wt: 1.64g. 2. AV intaglio ring: with an oval cornelian with engraved bust. Wt: 6.43g. 3. AV intaglio ring: with figure walking l. and carrying scales. Wt: 7.80g. 4. AV bracelet: in 4 sections.Wt: 16.42g. 5. AV bracelet: similar to 4, but smaller sections. Wt: 16.50g. 6. AV chain: consisting of 73 sections terminating in a ring. 49cm long. weight: 19.71g. 7. AV necklace fragment: no weight given. 8. AV medallion: of Victorinus. No weightgiven. 9. AV lozenge: Length: 5.1cm. weight: 14.50g. 10. AV lozenge: similar to 9. weight: 13g. Total weight of non-coin artefacts: 96.0g",Laelian to Maximinus Herculus. Terminus post quem ca. 287. One aureus was inserted in an AV mount.,found in a ceramic vase,private colls.,"Blanchet 1900, number297; TAF V/I, 29, number 31; Brenot & Loriot 1992, 271, number 51; Guest 1994"
1095,100,Sceaux,Sceaux,Loiret,France,48.778016,2.295092,,193,69,,222,,69/79,193/222,1852,1852,,,187.3,259.2,ca.,A: 9,A,9,,,,,,,,9,,64,64.7, ,D: 1011,D,1011,,,,,,,,1011,,1851.2,2920.7, ,,,,,1915.2,2985.4,,Vespasian to Plautilla,,,"Blanchet 1900, number 483"
511,843,Labretonie,Labretonie,Lot-et-Garonne,France,44.489029,0.367396,,260,222,,275,,222/38,260/75,,,,,694.4,706.9,ca. +,A: 9+,A,9,+,,,,,,,9,+,46.1,57.6,+,a: 9+,a,9,+,,,,,,,9,+,4.5,19.3, ,,648,648,,698.6,724.9,"Also includes jewellery, and 2 1 lb. AV ingots; so if it is assumed that these each weighed ca. 324g, then their total weight is 648g.",,,,"TAF VI, 61, number 7; Brenot & Loriot 1992, 267, number 23; Guest 1994"
1027,949,Rennes,Rennes,Ille-et-Vilaine,France,48.113475,-1.675708,,260,54,,275,,54/68,260/75,1774,1774,,,669.3,669.3,+,A: 94,A,94,,,,,,,,94,,648.8,648.8, ,,,,,,,,,,,,,0,0, ,,669.3,669.3,+,1318.1,1318.1,"1. AV necklace: 4 aurei of Postumus mounted as pendantoniniani weightestimate: 20.5g+. 2. AV coins: 94 aurei from Nero to Aurelian. Nero (2), Titus (2), Domitian (1), Trajan (7), Hadrian (8), Sabina (1), Pius (13), Aurelius (7), Faustina (1), Verus (7), Commodus (2), Crispina (1), Severus (2), Julia Domna (2), Caracalla (4), Geta (3), Macrinus (2), Elagabalus (8), Julia Paula (1), Volusian (1), Postumus (6), Aurelian (15). 3. AV fibula: no more details known. AV:  669.3g+",earliest post-reform Nero,,,"Le Gentilhomme 1943; Brenot & Loriot 1992, 269, number 34"
1578,459,Öchlitz,Öchlitz,Querfurt,Germany,51.323619,11.762248,,238,238,,260,,238/44,238/60,1823,1823,,,57.2,57.2,ca.,A: c. 13,A,13,ca.,,,,,,,13,ca.,57.2,57.2,ca.,,,,,,,,,,,,,0,0, ,,,,,57.2,57.2,,only one known of Gordian III,,,"FMRD X, number  1268"
890,732,Coulanges-lès-Nevers,Coulanges-lès-Nevers,Nièvre,France,47.005594,3.188261,,260,193,,275,,193/222,260/75,,,,,7.1,7.1,+,A: c. 7.1g,A,,,,,,,,,,,7.1,7.1,ca.,,,,,,,,,,,,,0,0, ,,7.1,7.1,+,14.2,14.2,1. AV/AR jewellery: details not established. 2. AV coin. 3. AR coins: from Marcus Aurelius to Valerian/Gallienus. AV: ca. 7.1g+ AR: ?,aureus of Septimius Severus,,,"Blanchet 1900, 269; Brenot & Loriot 1992, 269, number 31"
820,1008,Talmont-Saint-Hilaire I,Talmont-St. Hilaire,Vendée,France,46.466102,-1.618261,,260,238,,275,,238/60,260/75,1856,1856,,,634.4,2444.1,+,A: c. 8-10,A,9,ca.,,,,,,,9,ca.,57.6,72,ca.,"D, a: 620, 25 - 30,000",a,27500,ca.,D,620,,,,,28120,ca.,8293.1,35216.7, ,5,8470.86,35408.86,+,16821.56,70697.56,"1.AR spoon: plain, with purse shaped bowl. Length: 16.1cm. weight: 25g. 2. AR spoon: as 1. Length: 15.8cm. weight: 22.9g. 3. AR ring: large, plain, octagonal ring. Diameter: 2.8cm. weight: 15.17g. 4. AR ring: plain, circular. Diameter: 2cm. weight: 1.52g. 5. AR ring: plain, except for some striations. Diameter: 2.1cm. weight: 1.80g. 6. AR ring: plain, circular. Diameter: 1.9cm. weight: 1.32g. 7. AR ring: decorated with lozenges on the outside. Diameter: 1.95cm. weight: 1.46g. 8. AV ring: octagonal, plain. Diameter: 2.18cm. weight: 6.51g. 9. AR ring: polygonal, plain. Diameter: 2.4cm. weight: 7.21g. 10. AV signet ring: ovular bezel inscribed 'N O N'. Diameter: 2.1cm. weight: 5.19g. 11. AR ring: set with a green paste setting. Diameter: 2.2cm. weight: 5.86g. 12. AV ring: small finger ring with plain bezel. Diameter: 1.9cm. weight: 4.11g. 13. AR ring: with a green paste setting, engraved with a Victory walking r. Diameter: 2.55cm. weight: 6g. 14. AV earring: Diameter: 2.2cm. weight: 0.98g. 15. AV earring: Diameter: 2.2cm. weight: 0.94g. 16. AR bracelet: plain. Diameter: 5.2cm. weight: 8.46g. 17. AR bracelet: as 16. Diameter: 4.3cm. weight: 5.86g. 18. AV coins. 19. AR coins. 20. AE coins. AV: 75.3-89.7g AR: 102.46g+ (non coin items); 8293.1-35216.7 (AR coins)","Aurei run from Hadrian to Severus Alexander. 7358 antoniniani and copies identified; the majority (ca. 20,000 antoniniani) were of Postumus. Also an additional seven AV rings; one was set with an AR denarius of Albinus; six AR rings; two AR combs, at least four AR spoons, maybe as many as 28 to 30. There may also have been two other pairs of AV ear-rings and an AV necklace, but this is impossible to verify.","Originally spotted due to mole activity bringing up coins. The rest of the find was unearthed approximately 0.25m below the surface. This was in a type of small tomb 1.66 x 1.10 x 0.50m, divided into 2 parts by a thin wall of a Gallo-Roman villa. found within two AE vases; jewellery/silverware in one, coins in the other.","Musées départementaux de la Loire-Atlantique, Nantes, musée Dobrée","Annuaire de la Societé d'Emulation de la Vendée 1857, 68; Revue des Provinces de l'Ouest (Bretagne et Poitou) 1856, 36-49; TAF III, 112, number28; Baratte & Painter 1989, 248-53, numbers 204-220; Brenot & Loriot 1992, 268, 25; Guest 1994"
1101,84,Paris I,Paris (Rue Clovis),,France,48.846168,2.349079,,193,41,,222,,41/54,193/222,1867,1867,,,8520.6,9239.4,ca.,A: c.1200 (755),A,1200,ca.,,,,,,,1200,ca.,8520.6,9239.4,ca.,,,,,,,,,,,,,0,0, ,,,,,8520.6,9239.4,,Claudius I to Geta. Terminus post quem ca. 205,,,"Blanchet 1900, number 327; BSFN 1980, 785"
1286,213,Tronchoy,Tronchoy,"Hornoy, Somme",France,49.827655,1.864801,,222,14,,238,,14/37,222/38,1800,1800,ca.,,12801.4,15598.6,ca. +,"A: c.2,000+",A,2000,ca. +,,,,,,,2000,ca. +,12801.4,15598.6,ca. +,,,,,,,,,,,,,0,0, ,,,,,12801.4,15598.6,,Tiberius to Severus Alexander,,,"Blanchet 1900, 32; Brenot & Loriot 1992, 265, number 4"
1115,217,Vertus,Vertus,Marne,France,48.905188,3.999226,,222,98,,238,,98/117,222/38,1862,1862,,,3200.8,3599.2, ,A: c.500,A,500,ca.,,,,,,,500,ca.,3200.8,3599.2, ,,,,,,,,,,,,,0,0, ,,,,,3200.8,3599.2,,Trajan to Geta,,,"Blanchet 1900, number144; Brenot & Loriot 1992, 265, number 3"
819,1027,Le Veillon,Le Veillon,Vendée,France,46.4443,-1.664563,,260,117,,275,,117/38,260/75,1856,1856,,,559.5,4826.6,ca. +,A: c.8-10,A,9,ca.,,,,,,,9,ca.,64.8,64.8,ca.,"D, a: c.25-30,000",a,,,D,,,,,,27500,ca.,7427.6,71498.9,ca.,,,,+,7492.4,71563.7,also jewellery (details not recorded),AV coins Hadrian to Severus Alexander. Terminus post quem ca. 265.,,,"Blanchet 1900, number 579"
804,1364,Petrijanec II,Petrijanec,Varazdin,Croatia,46.345576,16.228202,,348,117,,363,,117/38,348/63,1805,1805,,,1097.5,1768.5,+,"A?, M, S: 1, 246",A,,,Med,1,,S,246,,247,+,1097.5,1768.5,+,,,,,,,,,,,,,0,0, ,,,,+,1097.5,1768.5,"1-2. AV brooches: crossbow brooches with onion terminals, no weights given 3-4. AV bracelets: set with coins, no weights given 5-7. AV bracelets: fragmentary, no weights given 8-14. AV solidi: details unknown 15. AV medallion: of Carus and Carinus (AD282-85), details not given -246+ AV 'solidi': Hadrian to Julian",Found in the same year Petrijanec I,chance discovery in an earthenware pot,"Kunsthistorisches Museum, Vienna","Beck & Bol 1983; Guggisberg & Kaufmann-Heinimann 2003, 343, number 80"
1069,263,Bronnitsa,Bronnitsa,Kogilyov-Podolski,Ukraine,48.401667,27.894722,,238,238,,260,,238/60,238/60,1899,1899,,,4.3,4.3, ,A?: 1,A,1,,,,,,,,1,,4.25,4.25, ,D?: 1,D,1,,,,,,,,1,,1.46,1.46, ,,,,,5.71,5.71,,AV coin of Trajan Decius and a denarius imitation. Estimated weight based upon Casey 1980 [Q],,,"Kropotkin 1962, 198, number  264"
1499,842,Krasnyy Kut,Krasnyy Kut,"Krasnokutski, Saratovskaya Oblast'",Russia,50.949498,46.965843,,260,238,,275,,238/60?,260/75,1900,1900,ca.,,22,25.6,ca. +,A?: 5,A,5,,,,,,,,5,,22,25.6, ,a?: ?,a,,,,,,,,,,,0,0,ca.,,,,,22,25.6,,"5 AV coins and AR coins; AR weighed 8.5lbs. AV coins dispersed. Only AR coins seen antoniniani of Gordian III, Philip I, Otacilia Severa to Gallienus",found in the fill of a barrow; the AV coins had been wrapped in a piece of leather,,"Kropotkin 1962, 186, number 205"
1597,1251,Cardiff,Cardiff (Sully Moors),,Great Britain,51.411165,-3.229141,,296,238,,318,,238/60?,296/318,1899,1899,,,93.7,97.1, ,"DA, A: 1, 6",A,1,,DA,6,,,,,7,,42.4,42.4, ,"D, a: 95, 206",a,206,,D,95,,,,,301,,138.7,190, ,,84.43,84.43,,265.53,316.83,"1. AV ring: plain hoop, square bezel, cock. Marshall 1907, number203. weight: 11.33g. 2. AV ring: 2 grooved hoop, oval bezel, onyx cameo with Medusa head. Marshall 1907, number544. weight: 6.86g. 3. AV ring: elliptical loop, elab. incised octagonal bezel, plain nicolo paste. Marshall 1907, number796. weight: 12.44g. 4. AV ring: elliptical loop, elab. incised octagonal bezel, missing setting. Marshall 1907, number797. weight: 11.40g. 2. AV coins. 3. AR coins. AV: 42.03g (rings); 42.4g (coins): total: 84.43g.",coins from Gallienus to Carausius. An additional 1 denarii & 13 antoniniani are probably to be associated.,found during foundation diggings,"The British Museum (rings); National Museums & Galleries of Wales, Cardiff","Kent & Painter 1977 (123-26); Brenot & Loriot 1992, 271, number 54"
593,1316,Sremska Mitrovica II,Sremska Mitrovica (Sirmium),,Serbia,44.96996,19.610338,,330,317,,348,,317,330/48,1972,1972,,,140.4,140.4, ,"FeA, S: 1, 32",S,32,,FeA,1,,,,,33,,140.44,140.44, ,,,,,,,,,,,,,0,0, ,,,,,140.44,140.44,,1 ‘Festaureus’ (average weight 5.39g - after RIC VIII: 55). 1x 2 solidi mult.; 4x 1.5 solidi mult.; 27 solidi Terminus post quem ca. 336/7.,,,"Vasic & Popovic 1975; Duncan 1993, 76; Bland 1997, table 4, number 98; Gazdac 2002, 531"
966,1300,Szönyi Tanyák I,Szönyi Tanyák (Brigetio),Komarom,Hungary,47.735242,18.169545,,318,284,,330,,284,318/30,1885,1885,ca.,,124.2,124.2, ,"Med, A: 4, 5",A,5,,Med,4,,,,,9,,86.226.5,86.226.5,+,"D, Si: 8, 46",D,8,,Si,46,,,,,54,,172.8,172.8,ca.,,,,,#VALUE!,#VALUE!,,"2 aurei of Numerian; 1 med. of Diocletian at Ticinum (no ref.); 3 aurei of Diocletian; 2 denarii of Diocletian; 3 meds. of Maximian (Gnecchi I, 5t. 5, & Gnecchi I, 5t. 7); 1 denarii of Maximian 5 denarii of Constantius I to Gallerius. Terminus post quem ca. 318. Medallion of Diocletian at Ticinum given as ca. 21.55g (RIC VI, 279).","found by the Danube, n. of the Roman military camp",,"Bíro-Sey 1977, 135-6; Brenot & Loriot 1992, 272, number 60; Guest 1994; Bland 1997, table 4, number 86"
1711,1623,Velp,Velp,Gelderland,Netherlands,51.999066,5.985699,,411,318,,425,,318/30,411/25,,,,,40.5,40.5,+,"Med, S: 5+, ?",S,,,Med,5,+,,,,5,+,40.5,40.5,+,,,,,,,,,,,,,0,0, ,,,,,40.5,40.5,,at least 5 medallions of Honorius and Placidia; solidi from ‘Constantine’ to Johannes,,,"Blanchet 1900, number633; Bolin 1926, 15 number20; Kent 1994"
1366,1325,Borochitsy II,Borochitsy,"Gorokhovski, Volynskaya",Ukraine,50.28019,24.465512,,348,348,,363,,348/64,348/63,,,,,300,300, ,Med: 1,Med,1,,,,,,,,1,,300,300, ,,,,,,,,,,,,,0,0, ,,,,,300,300,,"medallion of Jovian at Constantinople, found in a hoard of unknown size. The hoard was apparently located near to the other hoard from this location. (The same as the other deposit? Two medallions of Jovian in the same place?)",,,"Kropotkin 1966, 28, number 21"
545,1462,Veliko Gradiste,Veliko Gradiste,Pincum,Serbia,44.75,21.516667,,364,,,394,,,364/94,,,,,80.45,80.45, ,Med: 1,Med,1,,,,,,,,1,,80.45,80.45, ,,,,,,,,,,,,,0,0, ,,,,,80.45,80.45,,"one medallion, Val. ‘VIRTVS DD NN AVGVSTORVM’",,,Kondic 1973; Duncan 1993
1365,1324,Borochitsy I,Borochitsy,Berestechkovski,Ukraine,50.28019,24.465512,,348,69,,363,?,69/79,348/63?,1928,1928,,,138.7,207.2,ca.,Med: 1,Med,1,,,,,,,,1,,10.8,10.8,ca. +,D: c.1000,D,1000,ca.,,,,,,,1000,ca.,1921,2949,ca.,,,,+,1931.8,2959.8,also includes 2 Byzantine AR vessels. There were also rumours that an AV dish was also present in  the find.,"Of the coins seen, these run from Vespasian to Jovian (an AV medallion minted at Constantinople). The AR however run only as late as Severus.","found during construction work on the Kovel-Lutsk railway. The coins were apparently contained in the Byzantine vessels, but a 2 handled bi-conical ceramic vessel is also associated with the find.","Archaeological Museum, Warsaw (Byzantine vessels, Med); Shevchenko Museum, Lvov (362 denarii); Ukrainian National Museum, Lvov (61)","Kropotkin 1962, 205-6, number 317"
104,1272,Partinico?,Partinico? (Palermo),Sicily,Italy,38.027035,13.05879,,296,276,,318,,276/81,296/318,1959,1966,,1959-1966,803.7,803.7, ,"Mu, A: 17, 102",A,102,,Mult,17,,,,,119,,803.7,803.7, ,,,,,,,,,,,,,0,0, ,,,,,803.7,803.7,,Earliest Probus. Terminus post quem ca. 308 (Maxentius). weight actual.,recovered from a wreck off the Sicilian coast,,"Brenot & Loriot 1992, 272, number 63; Bland 1997, table 4, number 140"
